conversation_id_str,created_at,favorite_count,full_text,id_str,in_reply_to_screen_name,lang,quote_count,reply_count,retweet_count,tweet_url,user_id_str,label,product,clean_text,no_slang,no_stopwords,stemmed_text
1.9244588132240264e+18,2025-05-21,0,@tanyakanrl TRUE TO SKIN WOY BAGUS BGT JIR..??,1.9250843893080397e+18,tanyakanrl,in,0,0,0,https://x.com/undefined/status/1925084389308039490,1.860087615594332e+18,1.0,true to skin, TRUE TO SKIN WOY BAGUS BGT JIR,true tapi skin woy bagus banget jir,true skin woy bagus banget jir,true skin woy bagus banget jir
1.9250012120109384e+18,2025-05-21,0,@womanfeeds_id true to skin nder krn kmrin bener sampe kehabisan akhirnya beli yg ada indo/alpa yaitu wardah acne calming so far ringan siiii kyk gapake sunscreen,1.925048851402236e+18,womanfeeds_id,in,0,0,0,https://x.com/undefined/status/1925048851402235966,1.4754914524906824e+18,0.0,true to skin, true to skin nder krn kmrin bener sampe kehabisan akhirnya beli yg ada indoalpa yaitu wardah acne calming so far ringan siiii kyk gapake sunscreen,true tapi skin nder karena kemarin benar sampai kehabisan akhirnya beli yang ada indoalpa yaitu wardah acne calming sok far ringan siiii kayak enggak pakai sunscreen,true skin nder kemarin kehabisan beli indoalpa wardah acne calming sok far ringan siiii kayak pakai sunscreen,true skin nder kemarin habis beli indoalpa wardah acne calming sok far ringan siiii kayak pakai sunscreen
1.9250368360047493e+18,2025-05-21,0,face wash cosrx salicylic true to skin atau yg lain dong,1.9250368360047493e+18,(kosong),in,0,12,0,https://x.com/undefined/status/1925036836004749354,1.2113048378721116e+18,0.0,true to skin,face wash cosrx salicylic true to skin atau yg lain dong,face wash cosrx salicylic true tapi skin atau yang lain dong,face wash cosrx salicylic true skin,face wash cosrx salicylic true skin
1.9248116987974615e+18,2025-05-20,0,@ohmy_beautybank Aku kalo pake cushion somethinc sering begitu nder tapi kalo pake concealer atau cushion selain somethinc (pernahnya true to skin) ga kayak gitu,1.9248713347542303e+18,ohmy_beautybank,in,0,0,0,https://x.com/undefined/status/1924871334754230442,1629805938.0,0.0,true to skin, Aku kalo pake cushion somethinc sering begitu nder tapi kalo pake concealer atau cushion selain somethinc pernahnya true to skin ga kayak gitu,aku kalo pakai cushion somethinc sering begitu nder tapi kalo pakai concealer atau cushion selain somethinc pernahnya true tapi skin enggak kayak begitu,kalo pakai cushion somethinc nder kalo pakai concealer cushion somethinc pernahnya true skin kayak,kalo pakai cushion somethinc nder kalo pakai concealer cushion somethinc pernah true skin kayak
1.9244854537571784e+18,2025-05-19,0,@cipccipuyy cip cip km pake true to skin bagus nggaak?,1.9244867663310976e+18,cipccipuyy,in,0,1,0,https://x.com/undefined/status/1924486766331097536,1.7639018544241132e+18,1.0,true to skin, cip cip km pake true to skin bagus nggaak,cip cip kamu pakai true tapi skin bagus nggaak,cip cip pakai true skin bagus nggaak,cip cip pakai true skin bagus nggaak
1.924365097990062e+18,2025-05-19,0,@midnightmmorise Yg acne zink bungkus ijo st oily acne prone yh. Aku menyesal baru tau fw itu ternyata cocok biasanya pake senca npure facetology true to skin merasa buang uang ,1.9244174113795727e+18,midnightmmorise,in,0,0,0,https://x.com/undefined/status/1924417411379572815,1.833075127036326e+18,1.0,true to skin, Yg acne zink bungkus ijo st oily acne prone yh Aku menyesal baru tau fw itu ternyata cocok biasanya pake senca npure facetology true to skin merasa buang uang ,yang acne zink bungkus ijo st oily acne prone ya aku menyesal baru tau fw itu ternyata cocok biasanya pakai senca npure facetology true tapi skin merasa buang uang,acne zink bungkus ijo st oily acne prone menyesal tau fw cocok pakai senca npure facetology true skin buang uang,acne zink bungkus ijo st oily acne prone sesal tau fw cocok pakai senca npure facetology true skin buang uang
1.9243882179751652e+18,2025-05-19,0,rekomen toner yang sebagus true to skin dong sekarang mulai agak susah nyari produknya ,1.9243882179751652e+18,(kosong),in,0,0,0,https://x.com/undefined/status/1924388217975165411,1.6429187077386117e+18,1.0,true to skin,rekomen toner yang sebagus true to skin dong sekarang mulai agak susah nyari produknya ,rekomen toner yang sebagus true tapi skin dong sekarang mulai agak susah mencari produknya,rekomen toner sebagus true skin susah mencari produknya,rekomen toner bagus true skin susah cari produk
1.9243226569603072e+18,2025-05-19,0,@oktfni02 @maldievcity ss true to skin brp kak?,1.924337248348373e+18,oktfni02,in,0,1,0,https://x.com/undefined/status/1924337248348373088,1.3566380949429043e+18,1.0,true to skin,  ss true to skin brp kak,ss true tapi skin berapa kak,ss true skin kak,ss true skin kak
1.923992138951656e+18,2025-05-19,1,@chaechishicha aku pake azarine true to skin skin1004 cocok semua. skin type aku oily juga btw. terus based on your other reply menurutku kamu gak perlu pake 2 ruas jari krn jujur kebanyakan dan malah bikin muka gerah apalagi kalo oily pake secukupnya aja jangan kebanyakan,1.924281832289526e+18,chaechishicha,in,0,1,0,https://x.com/undefined/status/1924281832289526081,3853741213.0,1.0,true to skin, aku pake azarine true to skin skin cocok semua skin type aku oily juga btw terus based on your other reply menurutku kamu gak perlu pake  ruas jari krn jujur kebanyakan dan malah bikin muka gerah apalagi kalo oily pake secukupnya aja jangan kebanyakan,aku pakai azarine true tapi skin skin cocok semua skin type aku oily juga by the way terus based on your other reply menurutku kamu enggak perlu pakai ruas jari karena jujur kebanyakan dan malah bikin muka gerah apalagi kalo oily pakai secukupnya saja jangan kebanyakan,pakai azarine true skin skin cocok skin type oily way based reply menurutku pakai ruas jari jujur kebanyakan bikin muka gerah kalo oily pakai kebanyakan,pakai azarine true skin skin cocok skin type oily way based reply turut pakai ruas jari jujur banyak bikin muka gerah kalo oily pakai banyak
1.9241622545070285e+18,2025-05-18,0,@jaykicik dulu pake true to skin cuman skrg pake oil sihh,1.924164460505346e+18,jaykicik,in,0,1,0,https://x.com/undefined/status/1924164460505346107,1.4675041279617477e+18,0.0,true to skin, dulu pake true to skin cuman skrg pake oil sihh,dulu pakai true tapi skin cuman sekarang pakai oil sih,pakai true skin cuman pakai oil sih,pakai true skin cuman pakai oil sih
1.924115477871407e+18,2025-05-18,0,@justunknowbro Somethinc Skintific Azarine sama True to Skin. Mereka lagi rame banget dibicarain karena produknya cocok di banyak kulit harga masuk akal n marketingnya jalan terus. Banyak juga yang udah buka program reseller atau stockist jadi bisa bgt kalau kamu mau ikut jualan dari st,1.9241184159771812e+18,justunknowbro,in,0,0,0,https://x.com/undefined/status/1924118415977181450,1.913514213999604e+18,1.0,true to skin, Somethinc Skintific Azarine sama True to Skin Mereka lagi rame banget dibicarain karena produknya cocok di banyak kulit harga masuk akal n marketingnya jalan terus Banyak juga yang udah buka program reseller atau stockist jadi bisa bgt kalau kamu mau ikut jualan dari st,somethinc skintific azarine sama true tapi skin mereka lagi rame banget dibicarain karena produknya cocok di banyak kulit harga masuk akal dan marketingnya jalan terus banyak juga yang sudah buka program reseller atau stockist jadi bisa banget kalau kamu mau ikut jualan dari st,somethinc skintific azarine true skin rame banget dibicarain produknya cocok kulit harga masuk akal marketingnya jalan buka program reseller stockist banget jualan st,somethinc skintific azarine true skin rame banget dibicarain produk cocok kulit harga masuk akal marketingnya jalan buka program reseller stockist banget jual st
1.923977765038195e+18,2025-05-18,0,@snorkmayden aku bnb pake shade 1 paradise found kalo yg true to skin pake shade yg almond mauve (kedua ini kalo dipake jadi bagus di bibirkuu),1.9240034901055245e+18,snorkmayden,in,0,1,0,https://x.com/undefined/status/1924003490105524457,1.5460998879046984e+18,1.0,true to skin, aku bnb pake shade  paradise found kalo yg true to skin pake shade yg almond mauve kedua ini kalo dipake jadi bagus di bibirkuu,aku bnb pakai shade paradise found kalo yang true tapi skin pakai shade yang almond mauve kedua ini kalo dipakai jadi bagus di bibirkuu,bnb pakai shade paradise found kalo true skin pakai shade almond mauve kalo dipakai bagus bibirkuu,bnb pakai shade paradise found kalo true skin pakai shade almond mauve kalo pakai bagus bibirkuu
1.9233891012160064e+18,2025-05-18,0,@ayfflyy true to skin!! enteng bgt lumer diblend gampaangg,1.9239811154944453e+18,ayfflyy,in,0,0,0,https://x.com/undefined/status/1923981115494445409,1.1594002507437752e+18,0.0,true to skin, true to skin enteng bgt lumer diblend gampaangg,true tapi skin enteng banget lumer diblend gampaangg,true skin enteng banget lumer diblend gampaangg,true skin enteng banget lumer diblend gampaangg
1.9232886486127089e+18,2025-05-17,0,@watcyuwant ke cleansing balm awalnya coba buat beli true to skin trs ternyata cocok dan udh repurchase sampe skrng minus nya cuma kalo kena mata kek lgsg burem aja gt penglihatan tp ga perih,1.9238829257891515e+18,watcyuwant,in,0,0,0,https://x.com/undefined/status/1923882925789151554,1.2598176230610616e+18,1.0,true to skin, ke cleansing balm awalnya coba buat beli true to skin trs ternyata cocok dan udh repurchase sampe skrng minus nya cuma kalo kena mata kek lgsg burem aja gt penglihatan tp ga perih,ke cleansing balm awalnya coba buat beli true tapi skin terus ternyata cocok dan sudah repurchase sampai sekarang minus nya cuma kalo kena mata kayak langsung buram saja begitu penglihatan tapi enggak perih,cleansing balm coba beli true skin cocok repurchase minus nya kalo kena mata kayak langsung buram penglihatan perih,cleansing balm coba beli true skin cocok repurchase minus nya kalo kena mata kayak langsung buram lihat perih
1.923686678276997e+18,2025-05-17,0,concealer nya true to skin bagus gk kl dipake semuka buat oily skin? mending concealer rad apa tto?,1.923686678276997e+18,(kosong),in,0,0,0,https://x.com/undefined/status/1923686678276997405,1.614972115446567e+18,1.0,true to skin,concealer nya true to skin bagus gk kl dipake semuka buat oily skin mending concealer rad apa tto,concealer nya true tapi skin bagus enggak kalau dipakai semuka buat oily skin mending concealer rad apa tto,concealer nya true skin bagus dipakai semuka oily skin mending concealer rad tto,concealer nya true skin bagus pakai muka oily skin mending concealer rad tto
1.9236218946889976e+18,2025-05-17,1,@eithical kaa aku ada cushion true to skin shade waffle dan muffin barangkali cocok. dijual karna udah 2kali beli masih salah shade. jadi baru buat coba aja dm ya kak kalo minat under 60k,1.9236224549767089e+18,eithical,in,0,1,0,https://x.com/undefined/status/1923622454976708770,1.539040131373445e+18,1.0,true to skin, kaa aku ada cushion true to skin shade waffle dan muffin barangkali cocok dijual karna udah kali beli masih salah shade jadi baru buat coba aja dm ya kak kalo minat under k,kak aku ada cushion true tapi skin shade waffle dan muffin barangkali cocok dijual karena sudah kali beli masih salah shade jadi baru buat coba saja dm ya kak kalo minat under kak,kak cushion true skin shade waffle muffin barangkali cocok dijual kali beli salah shade coba dm kak kalo minat kak,kak cushion true skin shade waffle muffin barangkali cocok jual kali beli salah shade coba dm kak kalo minat kak
1.9236199034389796e+18,2025-05-17,0,@fragilebru kaa aku ada cushion true to skin good condi. shade muffin dan waffle.. dijual karna udah 2kali beli masih salah shade. jadi cuma buat dicoba aja ,1.9236212512743757e+18,fragilebru,in,0,0,0,https://x.com/undefined/status/1923621251274375517,1.539040131373445e+18,0.0,true to skin, kaa aku ada cushion true to skin good condi shade muffin dan waffle dijual karna udah kali beli masih salah shade jadi cuma buat dicoba aja ,kak aku ada cushion true tapi skin good condi shade muffin dan waffle dijual karena sudah kali beli masih salah shade jadi cuma buat dicoba saja,kak cushion true skin good condi shade muffin waffle dijual kali beli salah shade dicoba,kak cushion true skin good condi shade muffin waffle jual kali beli salah shade coba
1.923618596137337e+18,2025-05-17,0,@AirulSaski61632 kaa klo mau aku ada cushion true to skin shade waffle dan muffin good condi dijual karna udah beli 2kali masih salah shade jadi cuma buat dicoba aja,1.9236205744227656e+18,AirulSaski61632,in,0,0,0,https://x.com/undefined/status/1923620574422765839,1.539040131373445e+18,0.0,true to skin, kaa klo mau aku ada cushion true to skin shade waffle dan muffin good condi dijual karna udah beli kali masih salah shade jadi cuma buat dicoba aja,kak kalo mau aku ada cushion true tapi skin shade waffle dan muffin good condi dijual karena sudah beli kali masih salah shade jadi cuma buat dicoba saja,kak kalo cushion true skin shade waffle muffin good condi dijual beli kali salah shade dicoba,kak kalo cushion true skin shade waffle muffin good condi jual beli kali salah shade coba
1.923222124560294e+18,2025-05-17,0,@womanfeeds_id Concealer true to skin nampol. Lo mau nangis masi oke pake bedak tabur aja bisa biar ga kerasa abis nangis,1.9235758795418504e+18,womanfeeds_id,in,0,0,0,https://x.com/undefined/status/1923575879541850272,1.4374448658522726e+18,1.0,true to skin, Concealer true to skin nampol Lo mau nangis masi oke pake bedak tabur aja bisa biar ga kerasa abis nangis,concealer true tapi skin nampol anda mau menangis masih oke pakai bedak tabur saja bisa biar enggak kerasa habis menangis,concealer true skin nampol menangis oke pakai bedak tabur biar kerasa habis menangis,concealer true skin nampol menang oke pakai bedak tabur biar rasa habis menang
1.923359177683964e+18,2025-05-16,0,@keshikiayame Wah iyaa dlu bngt prnh coba bakuchiol dr true to skin tp yaa gk ada efek signifikan sih. Ada saran brandnya kak?,1.923515002889425e+18,keshikiayame,in,0,1,0,https://x.com/undefined/status/1923515002889425083,1.6868490898861998e+18,0.0,true to skin, Wah iyaa dlu bngt prnh coba bakuchiol dr true to skin tp yaa gk ada efek signifikan sih Ada saran brandnya kak,wah iya dulu banget pernah coba bakuchiol dari true tapi skin tapi ya enggak ada efek signifikan sih ada saran brandnya kak,iya banget coba bakuchiol true skin efek signifikan sih saran brandnya kak,iya banget coba bakuchiol true skin efek signifikan sih saran brandnya kak
1.9233891012160064e+18,2025-05-16,0,@ayfflyy kalo dry skin aku saranin azarine ijo sama true to skin,1.923391343339901e+18,ayfflyy,in,0,1,0,https://x.com/undefined/status/1923391343339900940,1.9213942041206456e+18,0.0,true to skin, kalo dry skin aku saranin azarine ijo sama true to skin,kalo dry skin aku menyarankan azarine ijo sama true tapi skin,kalo dry skin menyarankan azarine ijo true skin,kalo dry skin saran azarine ijo true skin
1.923213130160587e+18,2025-05-16,0,@hopibeauty kalau biasa pakai true to skin yg pancake mending pakai shade no berapa ya kalau di wardah ini? penasaran tpi takut salah shade akuu,1.9233696125628465e+18,hopibeauty,in,0,0,0,https://x.com/undefined/status/1923369612562846088,1.9194943728419471e+18,0.0,true to skin, kalau biasa pakai true to skin yg pancake mending pakai shade no berapa ya kalau di wardah ini penasaran tpi takut salah shade akuu,kalau biasa pakai true tapi skin yang pancake mending pakai shade no berapa ya kalau di wardah ini penasaran tapi takut salah shade aku,pakai true skin pancake mending pakai shade wardah penasaran takut salah shade,pakai true skin pancake mending pakai shade wardah penasaran takut salah shade
1.923235978770002e+18,2025-05-16,0,@matchacoklate jadi penasaran sama cushion true to skin deh,1.923286256164713e+18,matchacoklate,in,0,0,0,https://x.com/undefined/status/1923286256164712913,1.920477902623404e+18,1.0,true to skin, jadi penasaran sama cushion true to skin deh,jadi penasaran sama cushion true tapi skin deh,penasaran cushion true skin deh,penasaran cushion true skin deh
1.9232245004447992e+18,2025-05-16,1818,Ada beberapa yang uda aku notes 1. Azarine : untuk RND gatau si HR salah input gaji atau gimana but untuk gaji Accounting still under UMR jadi sory to say still red flag 2. True to skin : part-time so gabisa dibilang red flag 3. NPure : yang JKT posisinya untuk intern -lanjut,1.923264117214794e+18,kasturiberduri_,in,26,7,94,https://x.com/undefined/status/1923264117214793958,2490603097.0,0.0,true to skin,Ada beberapa yang uda aku notes  Azarine  untuk RND gatau si HR salah input gaji atau gimana but untuk gaji Accounting still under UMR jadi sory to say still red flag  True to skin  parttime so gabisa dibilang red flag  NPure  yang JKT posisinya untuk intern lanjut,ada beberapa yang sudah aku notes azarine untuk rnd enggak tau si hari salah input gaji atau bagaimana but untuk gaji accounting still under umr jadi sory tapi sayang still red flag true tapi skin parttime sok enggak bisa dibilang red flag npure yang jakarta posisinya untuk intern lanjut,notes azarine rnd tau si salah input gaji gaji accounting still umr sory sayang still red flag true skin parttime sok dibilang red flag npure jakarta posisinya intern,notes azarine rnd tau si salah input gaji gaji accounting still umr sory sayang still red flag true skin parttime sok bilang red flag npure jakarta posisi intern
1.7769275384279124e+18,2025-05-16,0,@ygkumauu @ohmybeautybank mjb ka lebih enak serum true to skin atau avoskin?,1.923243396233081e+18,ygkumauu,in,0,1,0,https://x.com/undefined/status/1923243396233080977,1.534917288339513e+18,1.0,true to skin,  mjb ka lebih enak serum true to skin atau avoskin,mjb kak lebih enak serum true tapi skin atau avoskin,mjb kak enak serum true skin avoskin,mjb kak enak serum true skin avoskin
1.922151388869456e+18,2025-05-16,0,@YunniYN Skin Aqua aja dia cair dan ringan bgt kaya serum. atau True To Skin bagus juga dia sunscreen-nya. lightweight bgt,1.923184347886068e+18,YunniYN,in,0,1,0,https://x.com/undefined/status/1923184347886067727,75062017.0,1.0,true to skin, Skin Aqua aja dia cair dan ringan bgt kaya serum atau True To Skin bagus juga dia sunscreennya lightweight bgt,skin aqua saja dia cair dan ringan banget kayak serum atau true tapi skin bagus juga dia sunscreennya lightweight banget,skin aqua cair ringan banget kayak serum true skin bagus sunscreennya lightweight banget,skin aqua cair ringan banget kayak serum true skin bagus sunscreennya lightweight banget
1.923176968154972e+18,2025-05-16,0,I kan bila tengok orang review pastu dia buat chemical experiments ni konon macam to symbolise the product effectiveness ni memang aku judge sebab the solution is not mimic to your skin. Well vit C is true enough can brigthen your skin tapi tak semua kulit ada reaction yg sama,1.9231769719130688e+18,sarramonez,in,0,1,0,https://x.com/undefined/status/1923176971913068925,8.820780597712486e+17,1.0,true to skin,I kan bila tengok orang review pastu dia buat chemical experiments ni konon macam to symbolise the product effectiveness ni memang aku judge sebab the solution is not mimic to your skin Well vit C is true enough can brigthen your skin tapi tak semua kulit ada reaction yg sama,i kan bila tengok orang review pastu dia buat chemical experiments ini konon macam tapi symbolise the product effectiveness ini memang aku judge sebab the solution is not mimic tapi your skin well vit sih is true enough can brigthen your skin tapi tak semua kulit ada reaction yang sama,tengok orang review pastu chemical experiments konon symbolise product effectiveness judge solution mimic skin well vit sih true enough brigthen skin kulit reaction,tengok orang review pastu chemical experiments konon symbolise product effectiveness judge solution mimic skin well vit sih true enough brigthen skin kulit reaction
1.9219480031175025e+18,2025-05-14,0,@curryanythin9 romand bagusss kalo ketelen rasanya jg enak WKWKWK cuma katanya formula barunya gak sebagus yang lama.. aku udah lama gak beli romand jadi gatau :( dan menurutkuuu yang agak mirip romand dari segi finishnya tuh punyanya true to skin cuma romand lebih hydrating,1.92267318860286e+18,g2rltwink,in,0,0,0,https://x.com/undefined/status/1922673188602859779,1.9049545018090127e+18,1.0,true to skin, romand bagusss kalo ketelen rasanya jg enak WKWKWK cuma katanya formula barunya gak sebagus yang lama aku udah lama gak beli romand jadi gatau  dan menurutkuuu yang agak mirip romand dari segi finishnya tuh punyanya true to skin cuma romand lebih hydrating,romand bagus kalo ketelen rasanya juga enak wkwkwk cuma katanya formula barunya enggak sebagus yang lama aku sudah lama enggak beli romand jadi enggak tau dan menurutkuuu yang agak mirip romand dari segi finishnya tuh punyanya true tapi skin cuma romand lebih hydrating,romand bagus kalo ketelen enak wkwkwk formula barunya sebagus beli romand tau menurutkuuu romand segi finishnya tuh punyanya true skin romand hydrating,romand bagus kalo ketelen enak wkwkwk formula baru bagus beli romand tau menurutkuuu romand segi finishnya tuh punya true skin romand hydrating
1.9224818726736776e+18,2025-05-14,0,@bnggmthry True to skin di suka promo b1g1,1.922602990470394e+18,bnggmthry,in,0,0,0,https://x.com/undefined/status/1922602990470393988,1254189110.0,1.0,true to skin, True to skin di suka promo bg,true tapi skin di suka promo bang,true skin suka promo bang,true skin suka promo bang
1.9222216943803236e+18,2025-05-14,0,@zraqysz udh nemu kak setelah cari2 dan liat2 bnyk video. shade yg aku cocok dari brand true to skin aku jadiin patokan jg buat nentuin shade di glowshopy ini. semoga emg bener dan cocok sii,1.922556519989625e+18,zraqysz,in,0,0,0,https://x.com/undefined/status/1922556519989625118,1.2520665957420646e+18,1.0,true to skin, udh nemu kak setelah cari dan liat bnyk video shade yg aku cocok dari brand true to skin aku jadiin patokan jg buat nentuin shade di glowshopy ini semoga emg bener dan cocok sii,sudah nemu kak setelah cari dan lihat banyak video shade yang aku cocok dari brand true tapi skin aku jadikan patokan juga buat menentukan shade di glowshopy ini semoga memang benar dan cocok sih,nemu kak cari lihat video shade cocok brand true skin jadikan patokan menentukan shade glowshopy semoga cocok sih,nemu kak cari lihat video shade cocok brand true skin jadi patok tentu shade glowshopy moga cocok sih
1.9224900424564124e+18,2025-05-14,0,guys kalo aku preloved cushion true to skin mau ga baru banget di buka pemakaian 1x doang,1.9224900424564124e+18,(kosong),in,0,0,0,https://x.com/undefined/status/1922490042456412438,1.4923960157938852e+18,0.0,true to skin,guys kalo aku preloved cushion true to skin mau ga baru banget di buka pemakaian x doang,guys kalo aku preloved cushion true tapi skin mau enggak baru banget di buka pemakaian kali doang,guys kalo preloved cushion true skin banget buka pemakaian kali doang,guys kalo preloved cushion true skin banget buka pakai kali doang
1.922218406733853e+18,2025-05-14,0,@chinchillacape true to skin yg matcha,1.9224819104181496e+18,chinchillacape,in,0,0,0,https://x.com/undefined/status/1922481910418149744,1.4508727256904663e+18,0.0,true to skin, true to skin yg matcha,true tapi skin yang matcha,true skin matcha,true skin matcha
1.9222216943803236e+18,2025-05-13,0,@zraqysz pernah nyoba true to skin kak,1.9223110101923927e+18,zraqysz,in,0,1,0,https://x.com/undefined/status/1922311010192392634,1.2520665957420646e+18,0.0,true to skin, pernah nyoba true to skin kak,pernah mencoba true tapi skin kak,mencoba true skin kak,coba true skin kak
1.921764422181118e+18,2025-05-13,0,@219pici aku combi to oily skin sejauh ini yang cocok di aku baru true to skin (tapi katanya boikot) sama omg tapi pasti cocok cocokan jadi harus trial and error di kulit sendiri,1.9222929361898496e+18,deurtly,in,0,0,0,https://x.com/undefined/status/1922292936189849703,1.67062946805726e+18,1.0,true to skin, aku combi to oily skin sejauh ini yang cocok di aku baru true to skin tapi katanya boikot sama omg tapi pasti cocok cocokan jadi harus trial and error di kulit sendiri,aku combi tapi oily skin sejauh ini yang cocok di aku baru true tapi skin tapi katanya boikot sama omg tapi pasti cocok cocokan jadi harus trial and error di kulit sendiri,combi oily skin cocok true skin boikot omg cocok cocokan trial error kulit,combi oily skin cocok true skin boikot omg cocok cocok trial error kulit
1.922218406733853e+18,2025-05-13,3,@chinchillacape True to skin matcha oat.. itu aku pake dari 2021 deh kayaknya sampe sekarang sangat gentleeeeee terus pemakaiannya ga yang harus banyak gitu kayak satu tetes aja udh oke,1.9222397293003576e+18,chinchillacape,in,0,0,0,https://x.com/undefined/status/1922239729300357575,1.3003415660919194e+18,1.0,true to skin, True to skin matcha oat itu aku pake dari  deh kayaknya sampe sekarang sangat gentleeeeee terus pemakaiannya ga yang harus banyak gitu kayak satu tetes aja udh oke,true tapi skin matcha oat itu aku pakai dari deh kayaknya sampai sekarang sangat gentleeeeee terus pemakaiannya enggak yang harus banyak begitu kayak satu tetes saja sudah oke,true skin matcha oat pakai deh kayaknya gentleeeeee pemakaiannya kayak tetes oke,true skin matcha oat pakai deh kayak gentleeeeee pakai kayak tetes oke
1.9221128250291732e+18,2025-05-13,0,@womanfeeds_id jujur aku pake banyak sih cushion instaperfect true beige goute 03 natural true to skin croissant. foundation ak pake dari OMG paling cinta sama instaperfect,1.922219940754424e+18,womanfeeds_id,in,0,0,0,https://x.com/undefined/status/1922219940754424164,1.6792930400229294e+18,0.0,true to skin, jujur aku pake banyak sih cushion instaperfect true beige goute  natural true to skin croissant foundation ak pake dari OMG paling cinta sama instaperfect,jujur aku pakai banyak sih cushion instaperfect true beige goute natural true tapi skin croissant foundation aku pakai dari omg paling cinta sama instaperfect,jujur pakai sih cushion instaperfect true beige goute natural true skin croissant foundation pakai omg cinta instaperfect,jujur pakai sih cushion instaperfect true beige goute natural true skin croissant foundation pakai omg cinta instaperfect
1.9222139082170084e+18,2025-05-13,0,@noturcisiy Cleanser true to skin matcha gentle cleanser Salep niacef buat siang salep azalea acid buat malem Serum anua pdrn Moisturizer expert care yg buat anak bayi Sunscreen boj Obat jerawat pair,1.922218385707868e+18,noturcisiy,in,0,0,0,https://x.com/undefined/status/1922218385707868246,2926492723.0,0.0,true to skin, Cleanser true to skin matcha gentle cleanser Salep niacef buat siang salep azalea acid buat malem Serum anua pdrn Moisturizer expert care yg buat anak bayi Sunscreen boj Obat jerawat pair,cleanser true tapi skin matcha gentle cleanser salep niacef buat siang salep azalea acid buat malam serum anua pdrn moisturizer expert care yang buat anak bayi sunscreen boj obat jerawat pair,cleanser true skin matcha gentle cleanser salep niacef siang salep azalea acid malam serum anua pdrn moisturizer expert care anak bayi sunscreen boj obat jerawat pair,cleanser true skin matcha gentle cleanser salep niacef siang salep azalea acid malam serum anua pdrn moisturizer expert care anak bayi sunscreen boj obat jerawat pair
1.922217499254252e+18,2025-05-13,1,Kamis 8 Mei 2025 ternyata paketnya udah dateng pas unboxing kaget ternyata ga cuma cushion tapi ada moisturizer &amp; liptintnya full size semua Thank u so much True to Skin️ I love u since day 1 saat kamu pertama kali kirim produk pertama yaitu serum di Desember 2020 ,1.92221752181119e+18,alisarnabila,in,0,0,0,https://x.com/undefined/status/1922217521811190017,354257985.0,0.0,true to skin,Kamis  Mei  ternyata paketnya udah dateng pas unboxing kaget ternyata ga cuma cushion tapi ada moisturizer amp liptintnya full size semua Thank u so much True to Skin I love u since day  saat kamu pertama kali kirim produk pertama yaitu serum di Desember  ,kamis mei ternyata paketnya sudah datang pas unboxing kaget ternyata enggak cuma cushion tapi ada moisturizer amp liptintnya full size semua thank untuk sok much true tapi skin i love untuk since day saat kamu pertama kali kirim produk pertama yaitu serum di desember,kamis mei paketnya pas unboxing kaget cushion moisturizer amp liptintnya full size thank sok much true skin love since day kali kirim produk serum desember,kamis mei paket pas unboxing kaget cushion moisturizer amp liptintnya full size thank sok much true skin love since day kali kirim produk serum desember
1.921920309092909e+18,2025-05-13,0,@i_teahyungn true to skin azarine bioaqua goute sama aku tuh beli beberapa produk yang olshop lipstick 10-20K an tapi bagus jujur suka madame gie tapi yang lip balm stick itu. (Sekarang pake itu aja nder aku sisanya ya yang agak pricey rhode),1.922137573599654e+18,i_teahyungn,in,0,0,0,https://x.com/undefined/status/1922137573599654070,1.285732968045011e+18,1.0,true to skin, true to skin azarine bioaqua goute sama aku tuh beli beberapa produk yang olshop lipstick K an tapi bagus jujur suka madame gie tapi yang lip balm stick itu Sekarang pake itu aja nder aku sisanya ya yang agak pricey rhode,true tapi skin azarine bioaqua goute sama aku tuh beli beberapa produk yang olshop lipstick kak an tapi bagus jujur suka madame gie tapi yang lip balm stick itu sekarang pakai itu saja nder aku sisanya ya yang agak pricey rhode,true skin azarine bioaqua goute tuh beli produk olshop lipstick kak bagus jujur suka madame gie lip balm stick pakai nder sisanya pricey rhode,true skin azarine bioaqua goute tuh beli produk olshop lipstick kak bagus jujur suka madame gie lip balm stick pakai nder sisa pricey rhode
1.922100915588256e+18,2025-05-13,1,@Vannyiruiina Kalau aku azarine atau ngga true to skin ‍️,1.9221234273741128e+18,Vannyiruiina,in,0,0,0,https://x.com/undefined/status/1922123427374112790,1.4490328371396155e+18,0.0,true to skin, Kalau aku azarine atau ngga true to skin ,kalau aku azarine atau enggak true tapi skin,azarine true skin,azarine true skin
