conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,label
1.9397385141131144e+18,Mon Jun 30 17:31:15 +0000 2025,1,ada yg mau produk lacoco bundling? buy 2 get 4. murce aja harga aslinya 700k. dm aku kalau minat ada glowing set &amp; acne set (dm untuk harga) ORIGINAL. ga original ku uang balik 100%.,1.9397385141131144e+18,,,in,,0,0,0,https://x.com/undefined/status/1939738514113114359,1.8808026131192996e+18,,0.0
1.9394391653696515e+18,Mon Jun 30 09:27:37 +0000 2025,0,@toridoesit Lacoco in Benin ?,1.9396168076416328e+18,,toridoesit,in,,0,1,0,https://x.com/undefined/status/1939616807641632788,1.3512882135167836e+18,,0.0
1.9392196632312916e+18,Mon Jun 30 06:40:52 +0000 2025,0,@lacoco_id ini kalo di pake pas motoran boleh ga? Takutnya kan belum cuci muka dan menyatu dengan polusi,1.9395748398971333e+18,,lacoco_id,in,,0,1,0,https://x.com/undefined/status/1939574839897133353,1.2960500621627105e+18,,0.0
1.9392196632312916e+18,Sun Jun 29 08:06:41 +0000 2025,0,@Nelcantik1 Tetep enak yaa kak justru bikin seger ,1.939234049303921e+18,,Nelcantik1,in,,0,0,0,https://x.com/undefined/status/1939234049303920970,1.2380176318750351e+18,,1.0
1.9392196632312916e+18,Sun Jun 29 07:35:11 +0000 2025,0,@lacoco_id Mau dooong itu klo udara lg gak enak bgt kya gini wanginya ttp enak gak?,1.939226122287551e+18,,lacoco_id,in,,0,1,0,https://x.com/undefined/status/1939226122287550882,1.2887027557799526e+18,,0.0
1.9391159278341407e+18,Sun Jun 29 07:21:25 +0000 2025,0,@yesssskill Mau ikuta tapi patungannya pake skincare boleh ️,1.9392226593736381e+18,,yesssskill,in,,0,0,0,https://x.com/undefined/status/1939222659373638068,1.2380176318750351e+18,,0.0
1.9392196632312916e+18,Sun Jun 29 07:13:31 +0000 2025,0,@lacoco_id Apa nih min kalo seger mau,1.939220668530467e+18,,lacoco_id,in,,0,1,0,https://x.com/undefined/status/1939220668530467000,1.0538990298163282e+18,,0.0
1.9392196632312916e+18,Sun Jun 29 07:12:26 +0000 2025,0,@lacoco_id mauuuu apaa ini,1.9392203975364856e+18,,lacoco_id,in,,0,1,0,https://x.com/undefined/status/1939220397536485676,1.9145679436541133e+18,,0.0
1.9388705865346993e+18,Sun Jun 29 07:10:49 +0000 2025,1,@confessyu Kepala pundak nangis lagi nangis lagii ,1.9392199906595965e+18,,confessyu,in,,0,0,0,https://x.com/undefined/status/1939219990659596671,1.2380176318750351e+18,,0.0
1.9391858678071585e+18,Sun Jun 29 05:02:21 +0000 2025,0,@womanfeeds_id Lacoco yg serum ungu itu bsgus,1.9391876612873672e+18,,womanfeeds_id,in,,0,0,0,https://x.com/undefined/status/1939187661287367041,9.608334285507052e+17,,1.0
1.9390085853771325e+18,Sat Jun 28 19:40:31 +0000 2025,1,@Mobolajii_Pr Wetin b lacoco,1.9390462723439619e+18,,Mobolajii_Pr,in,,0,1,0,https://x.com/undefined/status/1939046272343961763,1.382353392979284e+18,,0.0
1.9390267250082202e+18,Sat Jun 28 18:22:51 +0000 2025,0,terima kasih berat utk tim lacoco beserta jajarannya. im madly in love with the serum yampun ,1.9390267250082202e+18,,,in,,0,0,0,https://x.com/undefined/status/1939026725008220278,9.491960222274806e+17,,1.0
1.9387373134517865e+18,Sat Jun 28 17:50:52 +0000 2025,0,@lacoco_id @kdrama_menfess Minnn lupa ganti akun kah?,1.939018676931625e+18,,lacoco_id,in,,0,0,0,https://x.com/undefined/status/1939018676931625082,3235103070.0,,0.0
1.9387373134517865e+18,Sat Jun 28 17:46:49 +0000 2025,1,@lacoco_id @kdrama_menfess tonton aja biar maki2nya makin kena,1.9390176562938145e+18,,lacoco_id,in,,0,0,0,https://x.com/undefined/status/1939017656293814598,1.7715147335874929e+18,,0.0
1.9387373134517865e+18,Sat Jun 28 14:31:28 +0000 2025,1,@happielsma @lacoco_id @kdrama_menfess udah dari kemarin,1.9389684970754132e+18,,happielsma,in,,0,0,0,https://x.com/undefined/status/1938968497075413297,1.5657057619209298e+18,,0.0
1.9387373134517865e+18,Sat Jun 28 14:04:13 +0000 2025,0,@riacinamide @lacoco_id @kdrama_menfess ini udh keluar hr ini kakk??,1.938961640810259e+18,,riacinamide,in,,0,1,0,https://x.com/undefined/status/1938961640810258916,1.1161840394533806e+18,,0.0
1.9387373134517865e+18,Sat Jun 28 12:33:30 +0000 2025,8,@lacoco_id @kdrama_menfess tonton aja dulu. it isn't that bad. orang kadang kek paling iye aja kalo ripiu.,1.9389388088647355e+18,,lacoco_id,in,,0,1,1,https://x.com/undefined/status/1938938808864735561,1.5657057619209298e+18,,0.0
1.9388128487105047e+18,Sat Jun 28 07:01:06 +0000 2025,0,@Annalisien lacoco dark spot serummm,1.93885515693577e+18,,Annalisien,in,,0,1,0,https://x.com/undefined/status/1938855156935770220,1.6755571418083123e+18,,0.0
1.938565132407464e+18,Sat Jun 28 04:58:04 +0000 2025,0,@KucengTerbanggg ASBUN BGT ,1.9388241945838515e+18,,KucengTerbanggg,in,,0,0,0,https://x.com/undefined/status/1938824194583851418,1.2380176318750351e+18,,0.0
1.9387373134517865e+18,Sat Jun 28 04:56:43 +0000 2025,65,@kdrama_menfess Baru mau nonton s3 loh ini,1.9388238537714854e+18,,kdrama_menfess,in,,0,5,0,https://x.com/undefined/status/1938823853771485433,1.2380176318750351e+18,,0.0
1.9257921186031206e+18,Fri Jun 27 13:39:01 +0000 2025,0,@imyourbabee_ Serum lacoco yang ungu,1.938592907679978e+18,,imyourbabee_,in,,0,1,0,https://x.com/undefined/status/1938592907679977891,7.794927126805258e+17,,0.0
1.9379536870385295e+18,Fri Jun 27 09:29:05 +0000 2025,0,@lacoco_id @kdrama_menfess Eh iya sih tahun 2016 dramanya seru semua. Abis tamat satu lanjutannya seru jg.,1.938530009918153e+18,,lacoco_id,in,,0,0,0,https://x.com/undefined/status/1938530009918153075,1.1155738354980209e+18,,0.0
1.9377361918201e+18,Fri Jun 27 09:09:20 +0000 2025,0,@hidupbelanja Ini malah double comboo,1.9385250400873147e+18,,hidupbelanja,fr,,0,0,0,https://x.com/undefined/status/1938525040087314604,1.2380176318750351e+18,,0.0
1.9381820084943263e+18,Fri Jun 27 09:08:35 +0000 2025,0,@whopiyais Mau masuk koper ajaa ,1.9385248506641329e+18,,whopiyais,in,,0,0,0,https://x.com/undefined/status/1938524850664132870,1.2380176318750351e+18,,0.0
1.938451373617779e+18,Fri Jun 27 09:01:14 +0000 2025,0,@flrdgz Catet duluu ️,1.9385230020792402e+18,,flrdgz,in,,0,0,0,https://x.com/undefined/status/1938523002079240193,1.2380176318750351e+18,,0.0
1.938382449576395e+18,Fri Jun 27 06:56:00 +0000 2025,0,@secctumsemprra Sampe bunyi krukukk ,1.9384914886165176e+18,,secctumsemprra,in,,0,0,0,https://x.com/undefined/status/1938491488616517632,1.2380176318750351e+18,,0.0
1.9380962758258243e+18,Fri Jun 27 02:56:46 +0000 2025,0,@halupulisi Kan ku hadapi dunia ini tapi sambil makan mie ayam ,1.938431279864988e+18,,halupulisi,in,,0,0,0,https://x.com/undefined/status/1938431279864987940,1.2380176318750351e+18,,0.0
1.938073450926469e+18,Fri Jun 27 02:35:44 +0000 2025,0,@salsatrash Jajan skincare dulu yukkk,1.938425989413147e+18,,salsatrash,in,,0,0,0,https://x.com/undefined/status/1938425989413146948,1.2380176318750351e+18,,0.0
1.9381820084943263e+18,Thu Jun 26 14:30:06 +0000 2025,0,@lacoco_id ke jateng mincoo ayo ikutt,1.9382433769624868e+18,,lacoco_id,in,,0,1,0,https://x.com/undefined/status/1938243376962486731,1.2531143911149036e+18,,0.0
1.9379049170179446e+18,Thu Jun 26 13:47:42 +0000 2025,1,@tanyakanrl Udah memasuki jam WIB (Waktu Indonesia Bagian Ovt) ,1.9382327059988524e+18,,tanyakanrl,in,,0,0,0,https://x.com/undefined/status/1938232705998852349,1.2380176318750351e+18,,0.0
1.9381820084943263e+18,Thu Jun 26 13:43:19 +0000 2025,0,@imambs185 Biasanya ngedate kemana kakk,1.9382316047088397e+18,,imambs185,in,,0,0,0,https://x.com/undefined/status/1938231604708839650,1.2380176318750351e+18,,0.0
1.9381820084943263e+18,Thu Jun 26 13:42:52 +0000 2025,0,@hidupbelanja Wahai kaum-kaum kuat banting sesungguhnya rezekimu akan sederas air zam-zam yang mengalir hingga muara ,1.9382314905650422e+18,,hidupbelanja,in,,0,0,1,https://x.com/undefined/status/1938231490565042263,1.2380176318750351e+18,,0.0
1.9381820084943263e+18,Thu Jun 26 13:41:04 +0000 2025,0,@whopiyais Mau mufik kemanaa... mauu ikutt️,1.9382310366952207e+18,,whopiyais,in,,0,1,0,https://x.com/undefined/status/1938231036695220706,1.2380176318750351e+18,,0.0
1.9381820084943263e+18,Thu Jun 26 12:15:07 +0000 2025,0,@lacoco_id Ini beneran ga ada pilihan kerja ?,1.9382094056083702e+18,,lacoco_id,in,,0,1,1,https://x.com/undefined/status/1938209405608370213,1.469980017954214e+18,,0.0
1.9381820084943263e+18,Thu Jun 26 11:23:39 +0000 2025,0,@lacoco_id mau mudikk,1.938196453194916e+18,,lacoco_id,in,,0,1,0,https://x.com/undefined/status/1938196453194916167,1.2531143911149036e+18,,0.0
1.9381820084943263e+18,Thu Jun 26 10:26:15 +0000 2025,3,Besok long weekend lagi enaknya ngapain? ,1.9381820084943263e+18,,,in,,1,3,0,https://x.com/undefined/status/1938182008494326216,1.2380176318750351e+18,,0.0
1.9297055747591252e+18,Thu Jun 26 08:35:05 +0000 2025,0,@MinYoongiWlFE kak aku mau take lacoco sleeping masknya aku gabisa dm kamu tolong dm aku yaaa,1.9381540318742902e+18,,MinYoongiWlFE,in,,0,1,0,https://x.com/undefined/status/1938154031874290126,1.9146763758874706e+18,,0.0
1.935662800057381e+18,Tue Jun 24 12:22:03 +0000 2025,0,@lacoco_id Km jahat ga notice aku,1.9374863763475336e+18,,lacoco_id,in,,0,0,0,https://x.com/undefined/status/1937486376347533512,1.4762113887878144e+18,,0.0
1.937132501828539e+18,Tue Jun 24 05:23:07 +0000 2025,0,@deltakodel_ Satu aja kak? ,1.9373809491987745e+18,,deltakodel_,in,,0,0,0,https://x.com/undefined/status/1937380949198774491,1.2380176318750351e+18,,0.0
1.937150790369473e+18,Tue Jun 24 05:18:19 +0000 2025,0,@kdrama_menfess Ngintip replies dulu buat masuk watch list ,1.9373797403626417e+18,,kdrama_menfess,in,,0,1,0,https://x.com/undefined/status/1937379740362641545,1.2380176318750351e+18,,0.0
1.9369885058566925e+18,Tue Jun 24 04:56:26 +0000 2025,1,@geraldytan_ Ini kastanya udah nembus langit ke 7 ,1.9373742311863053e+18,,geraldytan_,in,,0,0,0,https://x.com/undefined/status/1937374231186305363,1.2380176318750351e+18,,0.0
1.935662800057381e+18,Tue Jun 24 02:47:09 +0000 2025,0,@meltcreammyy Hi kak apakah ada skin concern tertentu seperti kusam / berjerawat / bekas jerawat / kerutan dll?,1.937341699124294e+18,,meltcreammyy,in,,0,0,0,https://x.com/undefined/status/1937341699124293901,1.2380176318750351e+18,,0.0
1.936740622007972e+18,Tue Jun 24 02:36:05 +0000 2025,0,@laddavntless 3. pakai fw sebagai sabun mandi karena di aku bantu mencerahkan dan terutama pada bagian ketiak ngasih efek ngilangin bau. merk fw ni random bgt tergantung lagi adanya apa di rumah: tapi itu semua berputar antara cosrx/lacoco/skin1004/fair&amp;lovely,1.9373389114682207e+18,,koalaaaamu,in,,0,0,0,https://x.com/undefined/status/1937338911468220606,1.7279287920214016e+18,,1.0
1.937132501828539e+18,Mon Jun 23 15:36:35 +0000 2025,0,@lacoco_id Besok aja min udh malem istirahat dulu yaa ,1.9371729423849638e+18,,lacoco_id,in,,0,1,0,https://x.com/undefined/status/1937172942384963777,1.469980017954214e+18,,0.0
1.937132501828539e+18,Mon Jun 23 14:41:39 +0000 2025,0,@lacoco_id Sekarang bisa dong,1.9371591216499837e+18,,lacoco_id,in,,0,0,0,https://x.com/undefined/status/1937159121649983860,1.7757519232093184e+18,,0.0
1.937132501828539e+18,Mon Jun 23 13:59:20 +0000 2025,0,@lacoco_id Sekarang dong mincooo,1.9371484718255352e+18,,lacoco_id,in,,0,0,0,https://x.com/undefined/status/1937148471825535159,113267753.0,,0.0
1.9370888096924795e+18,Mon Jun 23 13:57:24 +0000 2025,0,@bulbulkun aku lacoco!!! apalagi yg dse,1.9371479854667e+18,,bulbulkun,in,,0,0,0,https://x.com/undefined/status/1937147985466700110,7.852413150971945e+17,,0.0
1.937132501828539e+18,Mon Jun 23 13:51:47 +0000 2025,0,@lacoco_id sekarang mincooo,1.9371465714409188e+18,,lacoco_id,in,,0,1,0,https://x.com/undefined/status/1937146571440918711,1.551793176792277e+18,,0.0
1.937132501828539e+18,Mon Jun 23 13:33:01 +0000 2025,0,@lacoco_id Sekarang please,1.9371418485037015e+18,,lacoco_id,tl,,0,0,0,https://x.com/undefined/status/1937141848503701570,91260969.0,,0.0
1.937132501828539e+18,Mon Jun 23 13:08:56 +0000 2025,0,@lacoco_id sekaraang,1.937135785914057e+18,,lacoco_id,in,,0,0,0,https://x.com/undefined/status/1937135785914056958,1.8101425276281692e+18,,0.0
1.937132501828539e+18,Mon Jun 23 13:02:59 +0000 2025,0,@lacoco_id Sekarang,1.9371342881533258e+18,,lacoco_id,in,,0,0,0,https://x.com/undefined/status/1937134288153325743,1.4762113887878144e+18,,0.0
1.937132501828539e+18,Mon Jun 23 12:58:24 +0000 2025,0,@lacoco_id SEKARANGGGGGG AKU UDAH GAK SABARRRR RAWRRRRR,1.9371331348790682e+18,,lacoco_id,in,,0,0,0,https://x.com/undefined/status/1937133134879068258,1.2887027557799526e+18,,0.0
1.937132501828539e+18,Mon Jun 23 12:56:54 +0000 2025,0,@lacoco_id sekarang mincoo,1.9371327574462797e+18,,lacoco_id,in,,0,0,0,https://x.com/undefined/status/1937132757446279649,1.1141583453870408e+18,,0.0
1.937116460863632e+18,Mon Jun 23 12:25:17 +0000 2025,0,@ochanyaaa__ Iwo keh ? Lacoco purple ,1.937124800746406e+18,,ochanyaaa__,in,,0,1,0,https://x.com/undefined/status/1937124800746405964,1.336437178013016e+18,,0.0
1.9370235691770353e+18,Mon Jun 23 12:06:06 +0000 2025,0,@sh4pphira yaahh aku personally ga pernah pake eye serum sih tp banyak yg bilang lacoco bagus eye serumnyaa,1.9371199723058138e+18,,sh4pphira,in,,0,1,0,https://x.com/undefined/status/1937119972305813705,1.5467839420568986e+18,,1.0
1.9366899797843602e+18,Mon Jun 23 11:29:47 +0000 2025,0,@lacoco_id Pinggang sering sakit min ,1.9371108347293614e+18,,lacoco_id,tl,,0,0,0,https://x.com/undefined/status/1937110834729361418,1.0538990298163282e+18,,0.0
1.936999688328401e+18,Mon Jun 23 11:28:49 +0000 2025,0,@lacoco_id Ada nama aku ga ,1.9371105903901617e+18,,lacoco_id,in,,0,0,0,https://x.com/undefined/status/1937110590390161694,1.4762113887878144e+18,,0.0
1.936999688328401e+18,Mon Jun 23 11:28:11 +0000 2025,1,@sukaikangurame Asiikk otw cek-cek lagi nih ,1.9371104305704799e+18,,sukaikangurame,in,,0,1,0,https://x.com/undefined/status/1937110430570479820,1.2380176318750351e+18,,0.0
1.936999688328401e+18,Mon Jun 23 11:27:37 +0000 2025,1,@_yoongiD2 Bentar lagi revisi briefnya yaa ,1.9371102905855716e+18,,_yoongiD2,in,,0,0,0,https://x.com/undefined/status/1937110290585571496,1.2380176318750351e+18,,0.0
1.936999688328401e+18,Mon Jun 23 11:26:31 +0000 2025,0,@hengaoxingren Tunggu nanti malem yaa kak ,1.9371100130945275e+18,,hengaoxingren,in,,0,0,0,https://x.com/undefined/status/1937110013094527418,1.2380176318750351e+18,,0.0
1.936999688328401e+18,Mon Jun 23 11:26:21 +0000 2025,1,@FebyaniGusti Doa yang kenceng yaa ,1.9371099716674074e+18,,FebyaniGusti,in,,0,0,0,https://x.com/undefined/status/1937109971667407345,1.2380176318750351e+18,,0.0
1.936999688328401e+18,Mon Jun 23 11:25:56 +0000 2025,0,@Syberryss Sebentar yaa lagi mengetik nih! ,1.9371098648343388e+18,,Syberryss,in,,0,1,0,https://x.com/undefined/status/1937109864834338937,1.2380176318750351e+18,,0.0
1.936999688328401e+18,Mon Jun 23 11:25:10 +0000 2025,0,@Nelcantik1 Tinggak CO aja nih! ,1.9371096721102444e+18,,Nelcantik1,in,,0,0,0,https://x.com/undefined/status/1937109672110244294,1.2380176318750351e+18,,0.0
1.9370901765067983e+18,Mon Jun 23 11:24:06 +0000 2025,9,@kdrama_menfess SEMUANNYA PEGANGAN TANGAN! KENCENGIN SABUK PENGAMAN! ,1.9371094067659858e+18,,kdrama_menfess,in,,1,0,0,https://x.com/undefined/status/1937109406765985907,1.2380176318750351e+18,,0.0
1.935662800057381e+18,Mon Jun 23 06:19:27 +0000 2025,1,@Chi_yennesy05 Kakak bisa pakai Watermelon Glow Mask buat sleeping mask di malam hari (aman buat oily kalau pakainya malam) lalu paginya pakai Daily UV Counter deh. Kedua produk itu diformulasiin buat cerahin kulit dan aman dipakai bumil busui,1.9370327360297618e+18,,petaimentah,in,,0,1,0,https://x.com/undefined/status/1937032736029761710,1.2380176318750351e+18,,0.0
1.935662800057381e+18,Mon Jun 23 06:18:05 +0000 2025,0,@namutysm Atau perlu ke zoo sambil bawa Intensive Treatment Eye Serum bareng baby panda kakkk??,1.9370323932586232e+18,,namutysm,in,,0,0,0,https://x.com/undefined/status/1937032393258623230,1.2380176318750351e+18,,0.0
1.935662800057381e+18,Mon Jun 23 06:17:33 +0000 2025,0,@_jshng Buat mengatasi komedo dan bekas jerawat kakak bisa cobain Dark Spot Essence yaa. Cukup dipakai 2-3x seminggu malam hari dan layer dengan basic moisturizer,1.93703225693533e+18,,_jshng,in,,0,0,0,https://x.com/undefined/status/1937032256935330037,1.2380176318750351e+18,,0.0
1.935662800057381e+18,Mon Jun 23 06:14:14 +0000 2025,0,@ajunkyukyuuu99 Mau konsultasi atau mau produknya kak?,1.9370314230615534e+18,,ajunkyukyuuu99,in,,0,1,0,https://x.com/undefined/status/1937031423061553517,1.2380176318750351e+18,,0.0
1.935662800057381e+18,Mon Jun 23 06:11:54 +0000 2025,0,@delicatier Semprotin Aloe Vera Soothing Mist kulit auto terhidrasi dan calming kak,1.937030838497235e+18,,delicatier,in,,0,0,0,https://x.com/undefined/status/1937030838497235000,1.2380176318750351e+18,,0.0
1.935662800057381e+18,Mon Jun 23 06:11:07 +0000 2025,0,@periywinkle Minimal sih cobain Watermelon Glow Mask kak kalau mau yg lebih advance cobain Dark Spot Essence deh,1.9370306405386693e+18,,periywinkle,in,,0,0,0,https://x.com/undefined/status/1937030640538669291,1.2380176318750351e+18,,0.0
1.935662800057381e+18,Mon Jun 23 06:09:53 +0000 2025,0,@Thalia2978 Udah pasti combo best seller Dark Spot Essence + Watermelon Glow Mask sih kak. Kulit kenyal seger dan cerah auto glow up ,1.937030330525041e+18,,Thalia2978,in,,0,0,0,https://x.com/undefined/status/1937030330525040814,1.2380176318750351e+18,,0.0
1.935662800057381e+18,Mon Jun 23 06:09:00 +0000 2025,0,@xoryBigWin Masukin Dark Spot Essence ke wishlist produk buat glow up kak! Pori-pori bersih dr komedo dan chicken skin hempas jd lebih halus,1.9370301078829957e+18,,xoryBigWin,in,,0,0,0,https://x.com/undefined/status/1937030107882995803,1.2380176318750351e+18,,0.0
1.936286092673852e+18,Mon Jun 23 06:06:42 +0000 2025,0,@cchanie68 Haha udah gatel pengen pake aja yaa kak,1.9370295304658493e+18,,cchanie68,in,,0,0,0,https://x.com/undefined/status/1937029530465849417,1.2380176318750351e+18,,0.0
1.9370217190611233e+18,Mon Jun 23 05:35:40 +0000 2025,0,day one nyoba mois nya lacoco semoga ga cocok. amin.,1.9370217190611233e+18,,,in,,0,0,0,https://x.com/undefined/status/1937021719061123430,1.5428613631897928e+18,,-1.0
1.936999688328401e+18,Mon Jun 23 05:21:34 +0000 2025,0,@lacoco_id Sudah cukup pertanyaan dan jawabanya udh dapet,1.9370181720976348e+18,,lacoco_id,in,,0,1,0,https://x.com/undefined/status/1937018172097634777,1.2887027557799526e+18,,0.0
1.935662800057381e+18,Mon Jun 23 05:19:42 +0000 2025,0,@lacoco_id Dear Lacoco produk apa yg cocok buat ngilangin pori2 and chicken skin??? Plz lacoco aq mw glow up hikzzz,1.937017701140157e+18,,lacoco_id,in,,0,1,0,https://x.com/undefined/status/1937017701140156822,1.2006611698553283e+18,,0.0
1.936712074408698e+18,Mon Jun 23 05:02:21 +0000 2025,0,@starfess Nanti pura-pura kaget aja yaa kalo doi tetiba punya ktp,1.9370133348236493e+18,,starfess,in,,0,0,0,https://x.com/undefined/status/1937013334823649390,1.2380176318750351e+18,,0.0
1.936980122571006e+18,Mon Jun 23 04:59:26 +0000 2025,0,@kdrama_menfess Mau skincare se-truk juga doi bakalan kirimin ,1.9370126014243553e+18,,kdrama_menfess,in,,0,0,0,https://x.com/undefined/status/1937012601424355373,1.2380176318750351e+18,,0.0
1.936696328270353e+18,Mon Jun 23 04:57:47 +0000 2025,0,@lovemingoou Melambaikan ke kamera soalnya beneran ngga kuat ,1.9370121868635428e+18,,lovemingoou,in,,0,0,0,https://x.com/undefined/status/1937012186863542688,1.2380176318750351e+18,,0.0
1.935662800057381e+18,Mon Jun 23 04:32:57 +0000 2025,0,@lacoco_id dear lacoco saran produk yg mencerahkan dong minvo,1.9370059338021765e+18,,lacoco_id,in,,0,1,0,https://x.com/undefined/status/1937005933802176635,1316098188.0,,0.0
1.935662800057381e+18,Mon Jun 23 04:16:00 +0000 2025,0,@lacoco_id Dear Lacoco kenapa udh lama ga keluar product baru?,1.9370016693485036e+18,,lacoco_id,in,,0,1,0,https://x.com/undefined/status/1937001669348503580,8.321942840402534e+17,,0.0
1.936999688328401e+18,Mon Jun 23 04:15:34 +0000 2025,0,@lacoco_id Syudaa km kapan mau umumin yg beruntung,1.9370015609466842e+18,,lacoco_id,in,,0,1,0,https://x.com/undefined/status/1937001560946684148,1.4762113887878144e+18,,0.0
1.936999688328401e+18,Mon Jun 23 04:10:46 +0000 2025,0,@lacoco_id aku udh mincoo,1.9370003531087793e+18,,lacoco_id,in,,0,1,0,https://x.com/undefined/status/1937000353108779359,1.551793176792277e+18,,0.0
1.9366899797843602e+18,Mon Jun 23 03:49:14 +0000 2025,0,@lacoco_id Km punya produk utk mata panda tidak Mimin syg,1.9369949350117048e+18,,lacoco_id,in,,0,1,0,https://x.com/undefined/status/1936994935011704877,1.4762113887878144e+18,,0.0
1.9366899797843602e+18,Mon Jun 23 03:48:52 +0000 2025,1,@hhhazeltine Kita sama kak ,1.936994841160024e+18,,hhhazeltine,in,,0,0,0,https://x.com/undefined/status/1936994841160024095,1.2380176318750351e+18,,0.0
1.9366899797843602e+18,Mon Jun 23 03:48:31 +0000 2025,0,@ashpetalss Udah kenalan sama eye serum Lacoco belum nih kak? ,1.9369947542498225e+18,,lipstaineed,in,,0,0,0,https://x.com/undefined/status/1936994754249822381,1.2380176318750351e+18,,0.0
1.9366899797843602e+18,Mon Jun 23 03:47:33 +0000 2025,0,@sukaikangurame Bener banget tau gitu kan bisa nabung dari SD yaa ,1.936994510447444e+18,,sukaikangurame,in,,0,0,0,https://x.com/undefined/status/1936994510447444058,1.2380176318750351e+18,,0.0
1.9366899797843602e+18,Mon Jun 23 03:47:08 +0000 2025,0,@madebycantik Retinol memang ampuh buat kita yang makin dewasa.... tali uang juga sii sebenernya ,1.936994405627671e+18,,madebycantik,in,,0,0,0,https://x.com/undefined/status/1936994405627670995,1.2380176318750351e+18,,0.0
1.936976742432088e+18,Mon Jun 23 02:36:57 +0000 2025,0,kak minta rekomendasi eye serum dong bingung mau beli merek lacoco loreal atau some by mi,1.936976742432088e+18,,,in,,0,0,0,https://x.com/undefined/status/1936976742432088071,1.0935175936782377e+18,,0.0
1.9366899797843602e+18,Sun Jun 22 08:35:38 +0000 2025,0,@auntyuni Bener Dan kalo belum ulang tahun ga mau dibuletin umurnya ,1.9367046191174456e+18,,auntyuni,in,,0,0,0,https://x.com/undefined/status/1936704619117445507,1.2380176318750351e+18,,0.0
1.9366899797843602e+18,Sun Jun 22 08:34:09 +0000 2025,0,@lacoco_id Masalah kulit wajah + keuangan,1.9367042491631212e+18,,lacoco_id,in,,0,1,0,https://x.com/undefined/status/1936704249163121062,1.4308415289398067e+18,,0.0
1.9366899797843602e+18,Sun Jun 22 08:18:23 +0000 2025,0,@lacoco_id lupa umur,1.93670028029039e+18,,lacoco_id,in,,0,1,0,https://x.com/undefined/status/1936700280290390037,1.3496614342888694e+18,,0.0
1.9366899797843602e+18,Sun Jun 22 07:48:15 +0000 2025,0,@lacoco_id sgt sgt butuh retinol dan banyak pengeluaran,1.9366926975717297e+18,,lacoco_id,in,,0,1,0,https://x.com/undefined/status/1936692697571729592,1.6098955655209492e+18,,0.0
1.9366845143167839e+18,Sun Jun 22 07:44:34 +0000 2025,17,@thenihiin Chimooo what am i seeing??? Jekomo and coco samba ??? He for kuku add lacoco purple and oga abeg ,1.9366917674260644e+18,,thenihiin,in,,0,8,0,https://x.com/undefined/status/1936691767426064445,1.694134091044561e+18,,0.0
1.9366899797843602e+18,Sun Jun 22 07:41:33 +0000 2025,0,@lacoco_id banyak pengeluaran minn,1.93669100921754e+18,,lacoco_id,in,,0,1,0,https://x.com/undefined/status/1936691009217540110,1.551793176792277e+18,,0.0
1.9366899797843602e+18,Sun Jun 22 07:40:45 +0000 2025,0,@lacoco_id Butuh retinol,1.936690809803567e+18,,lacoco_id,in,,0,1,0,https://x.com/undefined/status/1936690809803567208,1.314087531571372e+18,,0.0
1.9366899797843602e+18,Sun Jun 22 07:39:06 +0000 2025,0,@lacoco_id muncul kerutan ,1.9366903942445143e+18,,lacoco_id,in,,0,1,0,https://x.com/undefined/status/1936690394244514250,1.8101425276281692e+18,,0.0
1.9366899797843602e+18,Sun Jun 22 07:37:27 +0000 2025,9,Tanda-tanda memasuki usia dewasa adalah .?,1.9366899797843602e+18,,,in,,0,8,1,https://x.com/undefined/status/1936689979784360156,1.2380176318750351e+18,,0.0
1.936679731564581e+18,Sun Jun 22 06:56:44 +0000 2025,0,buat darkspot mending pake axis y atau lacoco yaa,1.936679731564581e+18,,,in,,0,0,0,https://x.com/undefined/status/1936679731564580996,1.1950568508755067e+18,,0.0
1.936286092673852e+18,Sun Jun 22 05:51:02 +0000 2025,0,@lacoco_id Tapi calonnya yg belum ada min wkwkw,1.9366631988722732e+18,,lacoco_id,in,,0,0,0,https://x.com/undefined/status/1936663198872273086,1.469980017954214e+18,,0.0
1.9363748392388608e+18,Sun Jun 22 04:51:20 +0000 2025,0,@starfess Ada aja gebrakannya ,1.9366481719770565e+18,,starfess,in,,0,0,0,https://x.com/undefined/status/1936648171977056577,1.2380176318750351e+18,,0.0
1.9365706565833073e+18,Sun Jun 22 04:24:59 +0000 2025,1,@kdrama_menfess Dua duanya boleh ngga?,1.9366415419652465e+18,,kdrama_menfess,in,,0,0,0,https://x.com/undefined/status/1936641541965246544,1.2380176318750351e+18,,0.0
1.936286092673852e+18,Sun Jun 22 04:24:02 +0000 2025,1,@CahyaniWulannu2 Nah selagi nyiapin jodoh bisa cicil dulu seserahannya kak ,1.936641303217095e+18,,CahyaniWulannu2,in,,0,0,0,https://x.com/undefined/status/1936641303217094805,1.2380176318750351e+18,,0.0
